Time,Charge of the electric vehicle (PV System) 
,kWh
12.07. 03:00,0
12.07. 04:00,0
12.07. 05:00,15.9624
12.07. 06:00,73.404
12.07. 07:00,117.41
12.07. 08:00,44.003
12.07. 09:00,99.01
12.07. 10:00,72.929
12.07. 11:00,32.237
12.07. 12:00,22.002
12.07. 13:00,22.003
12.07. 14:00,0
12.07. 15:00,0
12.07. 16:00,0
12.07. 17:00,0
12.07. 18:00,54.977
12.07. 19:00,60.473
12.07. 20:00,73.401
12.07. 21:00,73.402
12.07. 22:00,7.4523
12.07. 23:00,7.5615
13.07. 00:00,7.556
13.07. 01:00,7.5552
13.07. 02:00,7.5544
13.07. 03:00,7.5541
13.07. 04:00,7.5539
13.07. 05:00,36.59745
13.07. 06:00,73.406
13.07. 07:00,59.69
13.07. 08:00,0
13.07. 09:00,33.005
13.07. 10:00,33.011
13.07. 11:00,10.236
13.07. 12:00,0
13.07. 13:00,0
13.07. 14:00,0
13.07. 15:00,0
13.07. 16:00,0
13.07. 17:00,0
13.07. 18:00,18.388
13.07. 19:00,73.347
13.07. 20:00,73.402
13.07. 21:00,73.403
13.07. 22:00,45.715
13.07. 23:00,12.073
14.07. 00:00,8.7994
14.07. 01:00,0
14.07. 02:00,0
14.07. 03:00,0
14.07. 04:00,0
14.07. 05:00,63.10875
14.07. 06:00,8.2174
14.07. 07:00,0
14.07. 08:00,0
14.07. 09:00,0
14.07. 10:00,0
14.07. 11:00,0
14.07. 12:00,0
14.07. 13:00,0
14.07. 14:00,0
14.07. 15:00,0
14.07. 16:00,0
14.07. 17:00,0
14.07. 18:00,0
14.07. 19:00,0
14.07. 20:00,0
14.07. 21:00,0
14.07. 22:00,0
14.07. 23:00,0
15.07. 00:00,0
15.07. 01:00,0
15.07. 02:00,0
15.07. 03:00,0
15.07. 04:00,0
15.07. 05:00,0
15.07. 06:00,0
15.07. 07:00,0
15.07. 08:00,0
15.07. 09:00,0
15.07. 10:00,0
15.07. 11:00,0
15.07. 12:00,0
15.07. 13:00,0
15.07. 14:00,0
15.07. 15:00,0
15.07. 16:00,0
15.07. 17:00,0
15.07. 18:00,0
15.07. 19:00,0
15.07. 20:00,0
15.07. 21:00,0
15.07. 22:00,0
15.07. 23:00,0
16.07. 00:00,0
16.07. 01:00,0
16.07. 02:00,0
16.07. 03:00,0
16.07. 04:00,0
16.07. 05:00,24.47
16.07. 06:00,34.325
16.07. 07:00,44.002
16.07. 08:00,44.004
16.07. 09:00,77.01
16.07. 10:00,33.011
16.07. 11:00,10.236
16.07. 12:00,0
16.07. 13:00,0
16.07. 14:00,0
16.07. 15:00,0
16.07. 16:00,0
16.07. 17:00,0
16.07. 18:00,0
16.07. 19:00,73.347
16.07. 20:00,73.402
16.07. 21:00,73.403
16.07. 22:00,71.41
16.07. 23:00,0
17.07. 00:00,0
17.07. 01:00,0
17.07. 02:00,0
17.07. 03:00,0
17.07. 04:00,0
17.07. 05:00,0
17.07. 06:00,29.61329
17.07. 07:00,31.431
17.07. 08:00,0
17.07. 09:00,55.005
17.07. 10:00,55.011
17.07. 11:00,32.237
17.07. 12:00,22.002
17.07. 13:00,22.003
17.07. 14:00,0
17.07. 15:00,0
17.07. 16:00,0
17.07. 17:00,0
17.07. 18:00,73.357
17.07. 19:00,60.519
17.07. 20:00,73.402
17.07. 21:00,73.403
17.07. 22:00,70.623
17.07. 23:00,0
18.07. 00:00,0
18.07. 01:00,0
18.07. 02:00,0
18.07. 03:00,0
18.07. 04:00,0
18.07. 05:00,0
18.07. 06:00,62.37058
18.07. 07:00,58.058
18.07. 08:00,44.004
18.07. 09:00,77.01
18.07. 10:00,33.011
18.07. 11:00,10.236
18.07. 12:00,0
18.07. 13:00,0
18.07. 14:00,0
18.07. 15:00,0
18.07. 16:00,0
18.07. 17:00,0
18.07. 18:00,0
18.07. 19:00,60.486
18.07. 20:00,73.401
18.07. 21:00,73.402
18.07. 22:00,7.9106
18.07. 23:00,7.6892
19.07. 00:00,7.5718
19.07. 01:00,7.5621
19.07. 02:00,7.5556
19.07. 03:00,7.5546
19.07. 04:00,7.5545
19.07. 05:00,7.55431
19.07. 06:00,73.404
19.07. 07:00,73.406
19.07. 08:00,0
19.07. 09:00,55.005
19.07. 10:00,43.298
19.07. 11:00,44.345
19.07. 12:00,22.002
19.07. 13:00,22.003
19.07. 14:00,0
19.07. 15:00,0
19.07. 16:00,0
19.07. 17:00,0
19.07. 18:00,73.352
19.07. 19:00,73.401
19.07. 20:00,73.402
19.07. 21:00,73.403
19.07. 22:00,30.811
19.07. 23:00,0
20.07. 00:00,0
20.07. 01:00,0
20.07. 02:00,0
20.07. 03:00,0
20.07. 04:00,0
20.07. 05:00,38.65267
20.07. 06:00,73.407
20.07. 07:00,69.114
20.07. 08:00,44.003
20.07. 09:00,77.01
20.07. 10:00,52.357
20.07. 11:00,10.236
20.07. 12:00,0
20.07. 13:00,0
20.07. 14:00,0
20.07. 15:00,0
20.07. 16:00,0
20.07. 17:00,0
20.07. 18:00,0
20.07. 19:00,73.332
20.07. 20:00,73.402
20.07. 21:00,73.403
20.07. 22:00,15.209
20.07. 23:00,7.5663
21.07. 00:00,7.9511
21.07. 01:00,7.9508
21.07. 02:00,7.9505
21.07. 03:00,7.9502
21.07. 04:00,0
21.07. 05:00,7.0901
21.07. 06:00,64.8436
21.07. 07:00,13.931
21.07. 08:00,18.15
21.07. 09:00,0
21.07. 10:00,0
21.07. 11:00,0
21.07. 12:00,0
21.07. 13:00,0
21.07. 14:00,0
21.07. 15:00,0
21.07. 16:00,0
21.07. 17:00,0
21.07. 18:00,0
21.07. 19:00,0
21.07. 20:00,0
21.07. 21:00,0
21.07. 22:00,0
21.07. 23:00,0
22.07. 00:00,0
22.07. 01:00,0
22.07. 02:00,0
22.07. 03:00,0
22.07. 04:00,0
22.07. 05:00,0
22.07. 06:00,0
22.07. 07:00,0
22.07. 08:00,0
22.07. 09:00,0
22.07. 10:00,0
22.07. 11:00,0
22.07. 12:00,0
22.07. 13:00,0
22.07. 14:00,0
22.07. 15:00,0
22.07. 16:00,0
22.07. 17:00,0
22.07. 18:00,0
22.07. 19:00,0
22.07. 20:00,0
22.07. 21:00,0
22.07. 22:00,0
22.07. 23:00,0
23.07. 00:00,0
23.07. 01:00,0
23.07. 02:00,0
23.07. 03:00,0
23.07. 04:00,0
23.07. 05:00,0
23.07. 06:00,0
23.07. 07:00,0
23.07. 08:00,0
23.07. 09:00,33.005
23.07. 10:00,33.011
23.07. 11:00,10.236
23.07. 12:00,0
23.07. 13:00,0
23.07. 14:00,0
23.07. 15:00,0
23.07. 16:00,0
23.07. 17:00,0
23.07. 18:00,0
23.07. 19:00,73.3693
23.07. 20:00,73.401
23.07. 21:00,57.719
23.07. 22:00,0
23.07. 23:00,0
24.07. 00:00,0
24.07. 01:00,0
24.07. 02:00,0
24.07. 03:00,0
24.07. 04:00,0
24.07. 05:00,0
24.07. 06:00,69.42164
24.07. 07:00,117.41
24.07. 08:00,44.004
24.07. 09:00,99.011
24.07. 10:00,52.08
24.07. 11:00,35.377
24.07. 12:00,22.002
24.07. 13:00,22.003
24.07. 14:00,0
24.07. 15:00,0
24.07. 16:00,0
24.07. 17:00,0
24.07. 18:00,48.733
24.07. 19:00,73.372
24.07. 20:00,73.347
24.07. 21:00,73.402
24.07. 22:00,0
24.07. 23:00,6.9675
25.07. 00:00,6.9673
25.07. 01:00,6.9671
25.07. 02:00,6.9669
25.07. 03:00,6.9667
25.07. 04:00,6.9665
25.07. 05:00,31.05522
25.07. 06:00,73.405
25.07. 07:00,55.004
25.07. 08:00,0
25.07. 09:00,33.005
25.07. 10:00,33.011
25.07. 11:00,10.236
25.07. 12:00,0
25.07. 13:00,0
25.07. 14:00,0
25.07. 15:00,0
25.07. 16:00,0
25.07. 17:00,0
25.07. 18:00,54.964
25.07. 19:00,73.389
25.07. 20:00,73.402
25.07. 21:00,73.403
25.07. 22:00,36.766
25.07. 23:00,0
26.07. 00:00,0
26.07. 01:00,0
26.07. 02:00,0
26.07. 03:00,0
26.07. 04:00,0
26.07. 05:00,38.13059
26.07. 06:00,73.406
26.07. 07:00,88.037
26.07. 08:00,44.004
26.07. 09:00,99.01
26.07. 10:00,55.011
26.07. 11:00,32.237
26.07. 12:00,22.002
26.07. 13:00,22.003
26.07. 14:00,0
26.07. 15:00,0
26.07. 16:00,0
26.07. 17:00,0
26.07. 18:00,0
26.07. 19:00,60.466
26.07. 20:00,73.401
26.07. 21:00,73.403
26.07. 22:00,70.867
26.07. 23:00,0
27.07. 00:00,0
27.07. 01:00,0
27.07. 02:00,0
27.07. 03:00,0
27.07. 04:00,0
27.07. 05:00,6.8974
27.07. 06:00,60.52806
27.07. 07:00,18.402
27.07. 08:00,0
27.07. 09:00,33.005
27.07. 10:00,33.011
27.07. 11:00,10.236
27.07. 12:00,0
27.07. 13:00,0
27.07. 14:00,0
27.07. 15:00,0
27.07. 16:00,0
27.07. 17:00,0
27.07. 18:00,0
27.07. 19:00,60.487
27.07. 20:00,73.401
27.07. 21:00,73.402
27.07. 22:00,68.815
27.07. 23:00,0
28.07. 00:00,0
28.07. 01:00,0
28.07. 02:00,0
28.07. 03:00,0
28.07. 04:00,0
28.07. 05:00,0
28.07. 06:00,7.6064
28.07. 07:00,73.405
28.07. 08:00,73.407
28.07. 09:00,38.235
28.07. 10:00,0
28.07. 11:00,0
28.07. 12:00,0
28.07. 13:00,0
28.07. 14:00,0
28.07. 15:00,0
28.07. 16:00,0
28.07. 17:00,0
28.07. 18:00,0
28.07. 19:00,0
28.07. 20:00,0
28.07. 21:00,0
28.07. 22:00,0
28.07. 23:00,0
29.07. 00:00,0
29.07. 01:00,0
29.07. 02:00,0
29.07. 03:00,0
29.07. 04:00,0
29.07. 05:00,0
29.07. 06:00,0
29.07. 07:00,0
29.07. 08:00,0
29.07. 09:00,0
29.07. 10:00,0
29.07. 11:00,0
29.07. 12:00,0
29.07. 13:00,0
29.07. 14:00,0
29.07. 15:00,0
29.07. 16:00,0
29.07. 17:00,0
29.07. 18:00,0
29.07. 19:00,0
29.07. 20:00,0
29.07. 21:00,0
29.07. 22:00,0
29.07. 23:00,0
30.07. 00:00,0
30.07. 01:00,0
30.07. 02:00,0
30.07. 03:00,0
30.07. 04:00,0
30.07. 05:00,0
30.07. 06:00,0
30.07. 07:00,44.002
30.07. 08:00,44.003
30.07. 09:00,77.01
30.07. 10:00,52.357
30.07. 11:00,10.236
30.07. 12:00,0
30.07. 13:00,0
30.07. 14:00,0
30.07. 15:00,0
30.07. 16:00,0
30.07. 17:00,0
30.07. 18:00,0
30.07. 19:00,73.348
30.07. 20:00,73.402
30.07. 21:00,66.586
30.07. 22:00,0
30.07. 23:00,7.3372
31.07. 00:00,7.337
31.07. 01:00,7.3368
31.07. 02:00,7.3365
31.07. 03:00,7.3363
31.07. 04:00,7.336
31.07. 05:00,29.25523
31.07. 06:00,73.406
31.07. 07:00,18.402
31.07. 08:00,0
31.07. 09:00,55.005
31.07. 10:00,55.011
31.07. 11:00,32.237
31.07. 12:00,22.002
31.07. 13:00,22.003
31.07. 14:00,0
31.07. 15:00,0
31.07. 16:00,0
31.07. 17:00,0
31.07. 18:00,0
31.07. 19:00,73.349
31.07. 20:00,73.401
31.07. 21:00,73.402
31.07. 22:00,11.162
31.07. 23:00,8.4646
01.08. 00:00,7.9101
01.08. 01:00,7.6704
01.08. 02:00,7.5624
01.08. 03:00,7.557
01.08. 04:00,7.5547
01.08. 05:00,17.7416
01.08. 06:00,73.405
01.08. 07:00,117.41
01.08. 08:00,44.004
01.08. 09:00,77.01
01.08. 10:00,33.011
01.08. 11:00,10.236
01.08. 12:00,0
01.08. 13:00,0
01.08. 14:00,0
01.08. 15:00,0
01.08. 16:00,0
01.08. 17:00,0
01.08. 18:00,54.958
01.08. 19:00,73.383
01.08. 20:00,73.402
01.08. 21:00,73.403
01.08. 22:00,25.936
01.08. 23:00,0
02.08. 00:00,0
02.08. 01:00,0
02.08. 02:00,0
02.08. 03:00,0
02.08. 04:00,0
02.08. 05:00,18.5108
02.08. 06:00,73.406
02.08. 07:00,36.627
02.08. 08:00,0
02.08. 09:00,54.983
02.08. 10:00,55.011
02.08. 11:00,32.237
02.08. 12:00,22.002
02.08. 13:00,22.003
02.08. 14:00,0
02.08. 15:00,0
02.08. 16:00,0
02.08. 17:00,0
02.08. 18:00,0
02.08. 19:00,25.2887
02.08. 20:00,73.401
02.08. 21:00,73.402
02.08. 22:00,33.841
02.08. 23:00,8.6634
03.08. 00:00,7.6563
03.08. 01:00,7.5859
03.08. 02:00,7.5674
03.08. 03:00,7.5606
03.08. 04:00,7.5582
03.08. 05:00,17.3041
03.08. 06:00,73.405
03.08. 07:00,117.41
03.08. 08:00,44.004
03.08. 09:00,77.01
03.08. 10:00,33.011
03.08. 11:00,10.236
03.08. 12:00,0
03.08. 13:00,0
03.08. 14:00,0
03.08. 15:00,0
03.08. 16:00,0
03.08. 17:00,0
03.08. 18:00,0
03.08. 19:00,60.475
03.08. 20:00,73.401
03.08. 21:00,73.402
03.08. 22:00,69.363
03.08. 23:00,0
04.08. 00:00,0
04.08. 01:00,0
04.08. 02:00,0
04.08. 03:00,0
04.08. 04:00,0
04.08. 05:00,7.2799
04.08. 06:00,73.405
04.08. 07:00,73.407
04.08. 08:00,7.4908
04.08. 09:00,0
04.08. 10:00,0
04.08. 11:00,0
04.08. 12:00,0
04.08. 13:00,0
04.08. 14:00,0
04.08. 15:00,0
04.08. 16:00,0
04.08. 17:00,0
04.08. 18:00,0
04.08. 19:00,0
04.08. 20:00,0
04.08. 21:00,0
04.08. 22:00,0
04.08. 23:00,0
05.08. 00:00,0
05.08. 01:00,0
05.08. 02:00,0
05.08. 03:00,0
05.08. 04:00,0
05.08. 05:00,0
05.08. 06:00,0
05.08. 07:00,0
05.08. 08:00,0
05.08. 09:00,0
05.08. 10:00,0
05.08. 11:00,0
05.08. 12:00,0
05.08. 13:00,0
05.08. 14:00,0
05.08. 15:00,0
05.08. 16:00,0
05.08. 17:00,0
05.08. 18:00,0
05.08. 19:00,0
05.08. 20:00,0
05.08. 21:00,0
05.08. 22:00,0
05.08. 23:00,0
06.08. 00:00,0
06.08. 01:00,0
06.08. 02:00,0
06.08. 03:00,0
06.08. 04:00,0
06.08. 05:00,0
06.08. 06:00,0
06.08. 07:00,0
06.08. 08:00,0
06.08. 09:00,33.005
06.08. 10:00,33.011
06.08. 11:00,10.236
06.08. 12:00,0
06.08. 13:00,0
06.08. 14:00,0
06.08. 15:00,0
06.08. 16:00,0
06.08. 17:00,0
06.08. 18:00,0
06.08. 19:00,60.469
06.08. 20:00,73.401
06.08. 21:00,73.402
06.08. 22:00,67.034
06.08. 23:00,0
07.08. 00:00,0
07.08. 01:00,0
07.08. 02:00,0
07.08. 03:00,0
07.08. 04:00,0
07.08. 05:00,0
07.08. 06:00,41.03478
07.08. 07:00,117.10535
07.08. 08:00,44.003
07.08. 09:00,98.988
07.08. 10:00,74.499
07.08. 11:00,32.237
07.08. 12:00,22.002
07.08. 13:00,22.002
07.08. 14:00,8.2165
07.08. 15:00,0
07.08. 16:00,0
07.08. 17:00,0
07.08. 18:00,42.294
07.08. 19:00,60.519
07.08. 20:00,73.402
07.08. 21:00,73.403
07.08. 22:00,68.487
07.08. 23:00,0
08.08. 00:00,0
08.08. 01:00,0
08.08. 02:00,0
08.08. 03:00,0
08.08. 04:00,0
08.08. 05:00,6.8973
08.08. 06:00,73.406
08.08. 07:00,52.071
08.08. 08:00,0
08.08. 09:00,33.005
08.08. 10:00,33.011
08.08. 11:00,10.236
08.08. 12:00,0
08.08. 13:00,0
08.08. 14:00,0
08.08. 15:00,0
08.08. 16:00,0
08.08. 17:00,0
08.08. 18:00,0
08.08. 19:00,25.2819
08.08. 20:00,73.401
08.08. 21:00,73.402
08.08. 22:00,32.881
08.08. 23:00,8.3857
09.08. 00:00,7.8056
09.08. 01:00,7.5684
09.08. 02:00,7.5551
09.08. 03:00,8.0633
09.08. 04:00,8.063
09.08. 05:00,8.0627
09.08. 06:00,73.405
09.08. 07:00,117.41
09.08. 08:00,44.004
09.08. 09:00,99.011
09.08. 10:00,55.011
09.08. 11:00,32.237
09.08. 12:00,22.002
09.08. 13:00,22.003
09.08. 14:00,0
09.08. 15:00,0
09.08. 16:00,0
09.08. 17:00,0
09.08. 18:00,42.893
09.08. 19:00,73.4008
09.08. 20:00,73.402
09.08. 21:00,65.705
09.08. 22:00,0
09.08. 23:00,7.242
10.08. 00:00,7.2417
10.08. 01:00,7.2415
10.08. 02:00,7.2413
10.08. 03:00,7.241
10.08. 04:00,0
10.08. 05:00,0
10.08. 06:00,68.68234
10.08. 07:00,18.402
10.08. 08:00,0
10.08. 09:00,33.005
10.08. 10:00,33.011
10.08. 11:00,10.236
10.08. 12:00,0
10.08. 13:00,0
10.08. 14:00,0
10.08. 15:00,0
10.08. 16:00,0
10.08. 17:00,0
10.08. 18:00,0
10.08. 19:00,73.35538
10.08. 20:00,73.401
10.08. 21:00,55.741
10.08. 22:00,0
10.08. 23:00,0
11.08. 00:00,0
11.08. 01:00,0
11.08. 02:00,0
11.08. 03:00,0
11.08. 04:00,0
11.08. 05:00,0
11.08. 06:00,73.403
11.08. 07:00,73.405
11.08. 08:00,73.406
11.08. 09:00,0
11.08. 10:00,0
11.08. 11:00,0
11.08. 12:00,0
11.08. 13:00,0
11.08. 14:00,0
11.08. 15:00,0
11.08. 16:00,0
11.08. 17:00,0
11.08. 18:00,0
11.08. 19:00,0
11.08. 20:00,0
11.08. 21:00,0
11.08. 22:00,0
11.08. 23:00,0
12.08. 00:00,0
12.08. 01:00,0
12.08. 02:00,0
12.08. 03:00,0
12.08. 04:00,0
12.08. 05:00,0
12.08. 06:00,0
12.08. 07:00,0
12.08. 08:00,0
12.08. 09:00,0
12.08. 10:00,0
12.08. 11:00,0
12.08. 12:00,0
12.08. 13:00,0
12.08. 14:00,0
12.08. 15:00,0
12.08. 16:00,0
12.08. 17:00,0
12.08. 18:00,0
12.08. 19:00,0
12.08. 20:00,0
12.08. 21:00,0
12.08. 22:00,0
12.08. 23:00,0
13.08. 00:00,0
13.08. 01:00,0
13.08. 02:00,0
13.08. 03:00,0
13.08. 04:00,0
13.08. 05:00,0
13.08. 06:00,0
13.08. 07:00,16.547
13.08. 08:00,44.003
13.08. 09:00,77.009
13.08. 10:00,75.186
13.08. 11:00,10.236
13.08. 12:00,0
13.08. 13:00,0
13.08. 14:00,0
13.08. 15:00,0
13.08. 16:00,0
13.08. 17:00,0
13.08. 18:00,0
13.08. 19:00,25.2812
13.08. 20:00,73.366
13.08. 21:00,73.402
13.08. 22:00,37.084
13.08. 23:00,9.5929
14.08. 00:00,7.8165
14.08. 01:00,7.6672
14.08. 02:00,7.5631
14.08. 03:00,7.5577
14.08. 04:00,7.5554
14.08. 05:00,7.55524
14.08. 06:00,17.6367
14.08. 07:00,61.186
14.08. 08:00,0
14.08. 09:00,55.005
14.08. 10:00,55.011
14.08. 11:00,32.237
14.08. 12:00,22.002
14.08. 13:00,22.003
14.08. 14:00,0
14.08. 15:00,0
14.08. 16:00,0
14.08. 17:00,0
14.08. 18:00,43.66
14.08. 19:00,73.3609
14.08. 20:00,73.348
14.08. 21:00,44.729
14.08. 22:00,11.735
14.08. 23:00,8.491
15.08. 00:00,7.9331
15.08. 01:00,7.6928
15.08. 02:00,7.5846
15.08. 03:00,7.5643
15.08. 04:00,7.5574
15.08. 05:00,7.5564
15.08. 06:00,61.21585
15.08. 07:00,117.41
15.08. 08:00,44.004
15.08. 09:00,77.01
15.08. 10:00,33.011
15.08. 11:00,10.236
15.08. 12:00,0
15.08. 13:00,0
15.08. 14:00,0
15.08. 15:00,0
15.08. 16:00,0
15.08. 17:00,0
15.08. 18:00,29.699
15.08. 19:00,73.3583
15.08. 20:00,73.401
15.08. 21:00,59.978
15.08. 22:00,0
15.08. 23:00,0
16.08. 00:00,0
16.08. 01:00,0
16.08. 02:00,0
16.08. 03:00,0
16.08. 04:00,0
16.08. 05:00,0
16.08. 06:00,43.44846
16.08. 07:00,73.404
16.08. 08:00,0
16.08. 09:00,55.005
16.08. 10:00,55.011
16.08. 11:00,32.237
16.08. 12:00,22.002
16.08. 13:00,22.003
16.08. 14:00,0
16.08. 15:00,0
16.08. 16:00,0
16.08. 17:00,0
16.08. 18:00,55.008
16.08. 19:00,25.2902
16.08. 20:00,73.373
16.08. 21:00,73.348
16.08. 22:00,36.757
16.08. 23:00,9.4958
17.08. 00:00,7.7306
17.08. 01:00,7.5823
17.08. 02:00,7.562
17.08. 03:00,7.5593
17.08. 04:00,7.557
17.08. 05:00,7.5562
17.08. 06:00,73.404
17.08. 07:00,117.41
17.08. 08:00,44.004
17.08. 09:00,77.01
17.08. 10:00,33.011
17.08. 11:00,10.236
17.08. 12:00,0
17.08. 13:00,0
17.08. 14:00,0
17.08. 15:00,0
17.08. 16:00,0
17.08. 17:00,0
17.08. 18:00,54.088
17.08. 19:00,25.2995
17.08. 20:00,73.359
17.08. 21:00,73.402
17.08. 22:00,37.123
17.08. 23:00,9.6672
18.08. 00:00,7.8999
18.08. 01:00,7.6299
18.08. 02:00,7.5797
18.08. 03:00,7.5612
18.08. 04:00,7.5585
18.08. 05:00,7.5562
18.08. 06:00,73.405
18.08. 07:00,68.016
18.08. 08:00,0
18.08. 09:00,0
18.08. 10:00,0
18.08. 11:00,0
18.08. 12:00,0
18.08. 13:00,0
18.08. 14:00,0
18.08. 15:00,0
18.08. 16:00,0
18.08. 17:00,0
18.08. 18:00,0
18.08. 19:00,0
18.08. 20:00,0
18.08. 21:00,0
18.08. 22:00,0
18.08. 23:00,0
19.08. 00:00,0
19.08. 01:00,0
19.08. 02:00,0
19.08. 03:00,0
19.08. 04:00,0
19.08. 05:00,0
19.08. 06:00,0
19.08. 07:00,0
19.08. 08:00,0
19.08. 09:00,0
19.08. 10:00,0
19.08. 11:00,0
19.08. 12:00,0
19.08. 13:00,0
19.08. 14:00,0
19.08. 15:00,0
19.08. 16:00,0
19.08. 17:00,0
19.08. 18:00,0
19.08. 19:00,0
19.08. 20:00,0
19.08. 21:00,0
19.08. 22:00,0
19.08. 23:00,0
20.08. 00:00,0
20.08. 01:00,0
20.08. 02:00,0
20.08. 03:00,0
20.08. 04:00,0
20.08. 05:00,0
20.08. 06:00,0
20.08. 07:00,0
20.08. 08:00,0
20.08. 09:00,33.005
20.08. 10:00,33.011
20.08. 11:00,10.236
20.08. 12:00,0
20.08. 13:00,0
20.08. 14:00,0
20.08. 15:00,0
20.08. 16:00,0
20.08. 17:00,0
20.08. 18:00,0
20.08. 19:00,73.3671
20.08. 20:00,73.401
20.08. 21:00,59.48
20.08. 22:00,0
20.08. 23:00,0
21.08. 00:00,0
21.08. 01:00,0
21.08. 02:00,0
21.08. 03:00,0
21.08. 04:00,0
21.08. 05:00,0
21.08. 06:00,28.986
21.08. 07:00,102.452
21.08. 08:00,44.003
21.08. 09:00,99.01
21.08. 10:00,86.004
21.08. 11:00,32.237
21.08. 12:00,22.002
21.08. 13:00,22.003
21.08. 14:00,0
21.08. 15:00,0
21.08. 16:00,0
21.08. 17:00,0
21.08. 18:00,62.831
21.08. 19:00,73.36266
21.08. 20:00,73.348
21.08. 21:00,56.351
21.08. 22:00,0
21.08. 23:00,0
22.08. 00:00,0
22.08. 01:00,0
22.08. 02:00,0
22.08. 03:00,0
22.08. 04:00,0
22.08. 05:00,0
22.08. 06:00,68.36004
22.08. 07:00,73.404
22.08. 08:00,0
22.08. 09:00,33.005
22.08. 10:00,33.011
22.08. 11:00,10.236
22.08. 12:00,0
22.08. 13:00,0
22.08. 14:00,0
22.08. 15:00,0
22.08. 16:00,0
22.08. 17:00,0
22.08. 18:00,39.4894
22.08. 19:00,73.368
22.08. 20:00,73.334
22.08. 21:00,10.628
22.08. 22:00,8.0149
22.08. 23:00,7.7123
23.08. 00:00,7.6013
23.08. 01:00,7.5808
23.08. 02:00,7.5632
23.08. 03:00,7.5564
23.08. 04:00,7.556
23.08. 05:00,7.5559
23.08. 06:00,64.4606
23.08. 07:00,117.41
23.08. 08:00,44.004
23.08. 09:00,99.011
23.08. 10:00,55.011
23.08. 11:00,32.237
23.08. 12:00,22.002
23.08. 13:00,22.003
23.08. 14:00,0
23.08. 15:00,0
23.08. 16:00,0
23.08. 17:00,0
23.08. 18:00,51.982
23.08. 19:00,73.3663
23.08. 20:00,73.332
23.08. 21:00,57.977
23.08. 22:00,0
23.08. 23:00,0
24.08. 00:00,0
24.08. 01:00,0
24.08. 02:00,0
24.08. 03:00,0
24.08. 04:00,0
24.08. 05:00,0
24.08. 06:00,0
24.08. 07:00,73.402
24.08. 08:00,0
24.08. 09:00,33.005
24.08. 10:00,33.011
24.08. 11:00,10.236
24.08. 12:00,0
24.08. 13:00,0
24.08. 14:00,0
24.08. 15:00,0
24.08. 16:00,0
24.08. 17:00,0
24.08. 18:00,73.3944
24.08. 19:00,73.378
24.08. 20:00,73.349
24.08. 21:00,56.34
24.08. 22:00,0
24.08. 23:00,0
25.08. 00:00,0
25.08. 01:00,0
25.08. 02:00,0
25.08. 03:00,0
25.08. 04:00,0
25.08. 05:00,0
25.08. 06:00,73.402
25.08. 07:00,73.403
25.08. 08:00,73.405
25.08. 09:00,55.004
25.08. 10:00,39.344
25.08. 11:00,0
25.08. 12:00,0
25.08. 13:00,0
25.08. 14:00,0
25.08. 15:00,0
25.08. 16:00,0
25.08. 17:00,0
25.08. 18:00,0
25.08. 19:00,0
25.08. 20:00,0
25.08. 21:00,0
25.08. 22:00,0
25.08. 23:00,0
26.08. 00:00,0
26.08. 01:00,0
26.08. 02:00,0
26.08. 03:00,0
26.08. 04:00,0
26.08. 05:00,0
26.08. 06:00,0
26.08. 07:00,0
26.08. 08:00,0
26.08. 09:00,0
26.08. 10:00,0
26.08. 11:00,0
26.08. 12:00,0
26.08. 13:00,0
26.08. 14:00,0
26.08. 15:00,0
26.08. 16:00,0
26.08. 17:00,0
26.08. 18:00,0
26.08. 19:00,0
26.08. 20:00,0
26.08. 21:00,0
26.08. 22:00,0
26.08. 23:00,0
27.08. 00:00,0
27.08. 01:00,0
27.08. 02:00,0
27.08. 03:00,0
27.08. 04:00,0
27.08. 05:00,0
27.08. 06:00,0
27.08. 07:00,44.002
27.08. 08:00,44.004
27.08. 09:00,77.01
27.08. 10:00,33.011
27.08. 11:00,10.236
27.08. 12:00,0
27.08. 13:00,0
27.08. 14:00,0
27.08. 15:00,0
27.08. 16:00,0
27.08. 17:00,0
27.08. 18:00,0
27.08. 19:00,73.337
27.08. 20:00,73.401
27.08. 21:00,54.128
27.08. 22:00,0
27.08. 23:00,0
28.08. 00:00,0
28.08. 01:00,0
28.08. 02:00,0
28.08. 03:00,0
28.08. 04:00,0
28.08. 05:00,0
28.08. 06:00,0
28.08. 07:00,68.7406
28.08. 08:00,0
28.08. 09:00,45.164
28.08. 10:00,55.01
28.08. 11:00,22.001
28.08. 12:00,22.002
28.08. 13:00,22.002
28.08. 14:00,10.845
28.08. 15:00,0
28.08. 16:00,0
28.08. 17:00,0
28.08. 18:00,72.256
28.08. 19:00,73.36125
28.08. 20:00,73.401
28.08. 21:00,43.307
28.08. 22:00,11.344
28.08. 23:00,8.1779
29.08. 00:00,7.6349
29.08. 01:00,7.5771
29.08. 02:00,7.5586
29.08. 03:00,7.5559
29.08. 04:00,7.5557
29.08. 05:00,7.5556
29.08. 06:00,60.71377
29.08. 07:00,117.41
29.08. 08:00,44.003
29.08. 09:00,77.008
29.08. 10:00,52.354
29.08. 11:00,24.335
29.08. 12:00,0
29.08. 13:00,0
29.08. 14:00,0
29.08. 15:00,0
29.08. 16:00,0
29.08. 17:00,0
29.08. 18:00,13.211
